panic-avoidance-check|هل بدأت تتجنب حياتك خوفًا من نوبة هلع؟ فحص للأثر لا للتشخيص|check|anxiety|||الخوف من تكرار نوبة الهلع قد يدفع إلى تجنب المواصلات أو الأماكن أو الجهد، ومع الوقت يصبح التجنب نفسه جزءًا من المشكلة.|هل تقلصت أنشطتك بسبب توقع النوبة أكثر من الخطر الفعلي في المكان؟|هل غيرت طريقك أو عملك بسبب الخوف؟~هل تحتاج مرافقًا دائمًا؟~هل تراقب جسمك باستمرار؟~هل تتجنب الحركة أو الكافيين دون تقييم؟~هل أثّر الخوف في مسؤولياتك؟
sleep-debt-check|هل تراكم عليك دين نوم؟ راقب الأداء لا عطلة نهاية الأسبوع فقط|check|sleep|||دين النوم يتراكم عندما يقل النوم عن احتياجك عبر أيام، وقد يظهر في المزاج والتركيز والنعاس حتى لو حاولت التعويض يومًا واحدًا.|هل تعتمد على المنبهات وتنام أطول بكثير في أيام الراحة؟|هل تستيقظ بصعوبة معظم الأيام؟~هل تنعس في الاجتماعات أو القيادة؟~هل يتغير مزاجك مع قلة النوم؟~هل مواعيدك شديدة التفاوت؟~هل تحصل على فرصة نوم كافية؟
decision-fatigue-check|هل تعاني إرهاق القرار؟ عندما تصبح الاختيارات الصغيرة عبئًا|check|general|||كثرة القرارات والضغط وقلة النوم قد تخفض جودة الاختيار وتزيد التأجيل أو الاندفاع في نهاية اليوم.|هل تصبح قراراتك أصعب كلما تقدم اليوم حتى في أمور بسيطة؟|هل تؤجل الاختيار رغم وضوح الخيارات؟~هل تختار الأسرع ثم تندم؟~هل تقارن بلا نهاية؟~هل تنخفض قدرتك بعد أيام مزدحمة؟~هل يمكن حذف قرارات متكررة بروتين؟
caregiver-resentment-check|هل بدأ الاستياء يتسلل إلى دور الرعاية؟ فحص بلا لوم|check|care|||الاستياء قد يكون إشارة إلى حمل غير موزع وحدود غائبة واحتياجات مؤجلة، ولا يعني أن مقدم الرعاية شخص سيئ.|هل تقدم الرعاية وأنت تشعر أنك بلا خيار أو راحة أو تقدير؟|هل تغضب من طلبات صغيرة؟~هل تتخيل الهروب باستمرار؟~هل توقفت عن طلب المساعدة؟~هل صحتك تتراجع؟~هل توجد بدائل أو فترات راحة؟
child-sensory-overload-check|هل يتعرض طفلك لغمر حسي؟ راقب ما يحدث قبل الانفجار|check|child|||الغمر الحسي يحدث عندما تتراكم الأصوات أو الأضواء أو اللمس أو المطالب فوق قدرة الطفل على التنظيم، ولا يُحسم من سلوك واحد.|هل يتكرر التصعيد في بيئات مزدحمة ويتحسن عند تقليل المثيرات؟|هل يغطي أذنيه أو عينيه؟~هل يهرب من المكان؟~هل يفقد القدرة على الكلام؟~هل تظهر الإشارات بعد يوم مدرسي طويل؟~هل يساعد مكان هادئ؟
friendship-balance-check|هل صداقتك متوازنة؟ 10 أسئلة عن المبادرة والاحترام والدعم|check|relationships|||الصداقة المتوازنة لا تتطلب حسابًا دقيقًا لكل موقف، لكنها لا تجعل طرفًا واحدًا مسؤولًا دائمًا عن الاتصال والاحتواء والإصلاح.|هل يمكنك طلب الدعم ووضع حد دون خوف من فقد الصداقة؟|هل يبادر الطرفان؟~هل تُحترم الأسرار والحدود؟~هل يمكن الاختلاف دون إهانة؟~هل يُحتفل بنجاحك؟~هل تشعر بخفة أم استنزاف بعد اللقاء؟
conflict-repair-check|هل تعرفان إصلاح الخلاف؟ الفارق ليس في عدم الغضب بل في العودة الآمنة|check|relationships|||الإصلاح يشمل تهدئة ومسؤولية وفهم الأثر واتفاقًا عمليًا، لا مجرد إنهاء الحديث أو العودة المؤقتة للود.|هل يعود النقاش بمسؤولية وتغير، أم يتكرر الأذى ثم يُدفن بلا حل؟|هل يتوقف التصعيد عند الطلب؟~هل يُسمع أثر السلوك؟~هل الاعتذار محدد؟~هل يوجد اتفاق قابل للقياس؟~هل يُمنع استخدام الصمت كعقاب؟
therapy-readiness-check|هل أنت مستعد لبدء العلاج النفسي؟ لا تحتاج أن تكون منهارًا|check|care|||الاستعداد للعلاج لا يعني معرفة كل ما ستقوله؛ يكفي وجود سؤال أو نمط تريد فهمه واستعداد لتجربة علاقة مهنية آمنة.|هل يمكنك تخصيص وقت وصدق تدريجيين لمراجعة ما يؤثر في حياتك؟|هل يوجد هدف أولي ولو بسيط؟~هل تستطيع مناقشة مخاوفك من العلاج؟~هل تعرف حدود السرية الأساسية؟~هل لديك توقعات واقعية؟~هل تستطيع تجربة أكثر من جلسة قبل الحكم؟
five-reasons-emotional-distance|خمس أسباب قد تصنع مسافة عاطفية رغم وجود الحب|factors|relationships|||المسافة العاطفية قد تنتج من ضغط أو خوف أو نزاعات غير محلولة، ولا تعني تلقائيًا انتهاء العلاقة.|ما العامل الذي ظهر أولًا، وما الذي يحدث عندما يحاول أحدكما الاقتراب؟|خوف من النقد أو الرفض~تراكم خلافات بلا إصلاح~إنهاك وقلة نوم~اختلاف أسلوب التعبير~تجارب سابقة تجعل القرب مهددًا
five-factors-sunday-anxiety|خمس عوامل تجعل قلق مساء العطلة أثقل|factors|work|||القلق قبل بداية أسبوع العمل قد يجمع بين عبء حقيقي وعادات نوم وتوقعات سلبية وحدود عمل غير واضحة.|هل يخف القلق عندما تتضح أولويات اليوم الأول أم يبقى مرتبطًا ببيئة عمل مؤذية؟|مهام غير محددة تنتظر الصباح~تغير مواعيد النوم في العطلة~رسائل العمل خارج الدوام~نزاع أو مدير غير آمن~غياب وقت انتقال هادئ
five-reasons-children-lie|خمس أسباب تجعل الطفل لا يقول الحقيقة|factors|child|||عدم قول الحقيقة قد يكون محاولة لتجنب عقاب أو حماية خصوصية أو اختبار خيال، ويُفهم بحسب العمر والسياق لا بوصف الطفل بالكذب.|ما الذي يخشاه الطفل أن يحدث إذا قال الحقيقة؟|الخوف من عقاب شديد~الرغبة في الحصول على قبول~الخلط بين الخيال والواقع في عمر صغير~تقليد ما يراه من الكبار~محاولة حماية شخص أو سر غير آمن
five-factors-low-self-worth|خمس عوامل تغذي الشعور بانخفاض القيمة الذاتية|factors|general|||قيمة الذات لا تنخفض بسبب عامل واحد؛ قد تتأثر بالتجارب والعلاقات والمقارنة والضغط وطريقة الحديث الداخلي.|أي صوت أو موقف يتكرر عندما تشعر أنك أقل من الآخرين؟|نقد أو تنمر متكرر~مقارنة رقمية مستمرة~معايير كمالية~علاقة تقلل من الاحتياجات~ربط القيمة بالإنجاز فقط
five-reasons-restless-sleep|خمس أسباب محتملة لنوم متقطع وغير مريح|factors|sleep|||تقطع النوم قد يرتبط بالبيئة أو العادات أو الضغط أو حالة صحية، ويستحق تقييمًا إذا استمر أو صاحبه اختناق أو نعاس خطر.|ما النمط الزمني للأعراض وما الذي يسبق الليالي الأسوأ؟|ضوضاء أو حرارة أو ضوء~كافيين أو نيكوتين متأخر~قلق واجترار~ألم أو أعراض جسدية~شخير أو اضطراب تنفس محتمل
five-factors-workplace-anxiety|خمس عوامل قد تزيد القلق داخل بيئة العمل|factors|work|||قلق العمل قد يرتبط بالمهمة أو البيئة أو الحدود أو الصحة النفسية، ولا يُحل دائمًا بإدارة الوقت وحدها.|هل القلق يتبع مهمة محددة أم يزداد بسبب ثقافة العمل وطريقة المعاملة؟|غموض الدور والأولويات~مراقبة أو نقد غير متناسب~عبء يفوق الموارد~خوف من فقد الوظيفة~غياب فترات التعافي
five-reasons-boundary-guilt|خمس أسباب تجعلك تشعر بالذنب بعد وضع حد صحي|factors|relationships|||الشعور بالذنب بعد الحد لا يثبت أن الحد خاطئ؛ قد يكون أثرًا لتربية أو علاقة اعتادت أن تقدم احتياجات الآخرين دائمًا.|هل انتهكت حقًا مشروعًا أم فقط خالفت توقعًا اعتاد على تنازلك؟|ربط المحبة بالطاعة~الخوف من الهجر~رد فعل غاضب من الطرف الآخر~عدم ممارسة الرفض سابقًا~الخلط بين التعاطف والمسؤولية
five-factors-social-exhaustion|خمس عوامل تجعل التواصل الاجتماعي مرهقًا جدًا|factors|general|||الإرهاق الاجتماعي قد يأتي من كثافة المثيرات أو القلق أو إخفاء الذات أو نقص النوم، وليس دليلًا وحده على الانطواء أو اضطراب.|ما الذي يستنزفك: عدد الناس، الضوضاء، مراقبة نفسك، أم غياب الأمان؟|مناسبات طويلة بلا فواصل~قلق من التقييم~إخفاء الاحتياجات أو السمات~بيئة حسية مزدحمة~قلة نوم أو ضغط سابق
five-reasons-relationship-doubt|خمس أسباب تجعل الشك يتكرر داخل العلاقة|factors|relationships|||الشك قد يكون إشارة إلى سلوك واقعي أو خوف قديم أو غموض في الاتفاقات؛ المطلوب جمع الحقائق لا المراقبة القهرية.|هل توجد تناقضات قابلة للملاحظة أم أن الخوف يعود حتى مع وضوح السلوك؟|اتفاقات غير واضحة~تجربة خيانة سابقة~تواصل متقطع~انخفاض أمان الذات~سلوك فعلي ينتهك الثقة
five-factors-caregiver-guilt|خمس عوامل تغذي شعور مقدم الرعاية بالذنب|factors|care|||الذنب قد يجعل مقدم الرعاية يرفض الراحة ويقدم أكثر من قدرته، ما يضر به وبجودة الرعاية على المدى الطويل.|هل تطلب من نفسك ما لا يمكن لأي شخص واحد تقديمه؟|توقع الكمال في الرعاية~مقارنة النفس بآخرين~غياب بديل موثوق~رسائل أسرية عن التضحية~الخلط بين الراحة والتخلي
rebuild-routine-after-low-mood|كيف تعيد بناء روتينك بعد فترة مزاج منخفض دون خطة مثالية؟|practical|depression|||العودة تبدأ بمرساة يومية صغيرة للنوم والطعام والحركة، ثم توسع تدريجيًا وفق الطاقة لا وفق جلد الذات.|اختر مرساة واحدة قابلة للتكرار سبعة أيام قبل إضافة أهداف جديدة.|تفاوت كبير في وقت الاستيقاظ~تراكم مهام يسبب تجمدًا~انتظار الدافعية قبل أي خطوة
talk-about-therapy-with-family|كيف تتحدث مع أسرتك عن ذهابك للعلاج النفسي؟|practical|care|||يمكنك شرح أن العلاج مساحة مهنية للفهم والمهارات دون مشاركة تفاصيل جلساتك أو طلب موافقة الجميع.|حدد مسبقًا ما تريد قوله وما سيبقى خاصًا بك.|اختيار شخص أكثر أمانًا أولًا~شرح الهدف بلغة بسيطة~توقع أسئلة أو تحفظ دون جدال طويل
prepare-child-first-therapy-session|كيف تهيئ طفلك لأول جلسة دعم نفسي دون تخويف أو وعود؟|practical|child|||التهيئة الجيدة تشرح المكان والدور والمدة بلغة عمرية، وتؤكد أن الطفل ليس في اختبار أو عقاب.|قل الحقيقة ببساطة واترك للمختص مساحة لبناء العلاقة تدريجيًا.|إخبار الطفل قبل وقت مناسب~السماح بسؤال أو غرض مريح~عدم تلقينه ما يجب أن يقوله
support-partner-with-anxiety|كيف تدعم شريكًا يعاني القلق دون أن تصبح مصدر الطمأنة الوحيد؟|relationship|relationships|||الدعم يجمع بين الاستماع وخطوات عملية وتشجيع العلاج، مع تجنب الدخول في دائرة فحص وطمأنة لا تنتهي.|اسأل: هل تحتاج استماعًا أم مساعدة في خطوة محددة؟|تكرار السؤال نفسه بحثًا عن يقين~إلغاء كل خطط الحياة بسبب الخوف~إنهاك الطرف الداعم
handle-workplace-gossip|كيف تتعامل مع الشائعات في العمل دون تغذية النزاع؟|practical|work|||تعامل مع الوقائع والقنوات الرسمية، وتجنب الرد بنشر شائعة مقابلة أو مواجهة انفعالية بلا توثيق.|وثق الأثر المهني واطلب تصحيحًا محددًا من الجهة المناسبة.|نقل كلام غير موثق~تغير معاملة الزملاء~تأثير الشائعة في المسؤوليات أو السمعة
stop-ruminating-after-embarrassment|كيف توقف إعادة موقف محرج في ذهنك طوال اليوم؟|practical|anxiety|||الاجترار يكرر الحدث بحثًا عن ضمان مستحيل؛ الأفضل فصل الحقيقة عن التخمين ثم إعادة الانتباه إلى الحاضر.|اكتب ما حدث فعلًا وما تفترض أن الآخرين فكروا فيه، ولا تخلط بينهما.|إعادة الحوار بتفاصيله~تخيل أحكام الآخرين~تجنب المواقف التالية
create-sleep-wind-down|كيف تصنع ساعة تهدئة قبل النوم يمكن الالتزام بها؟|practical|sleep|||روتين التهدئة يقلل التنبيه تدريجيًا ويعطي الجسم إشارات ثابتة، ولا يحتاج أن يكون طويلًا أو مثاليًا.|ثبت ثلاث إشارات قصيرة: إضاءة أهدأ، مهمة خفيفة، ووقت ثابت لإغلاق العمل.|عمل أو نقاشات حتى السرير~إضاءة وشاشة شديدة~تفاوت كبير في التوقيت
recover-from-people-pleasing|كيف تبدأ التعافي من إرضاء الآخرين دون التحول إلى قسوة؟|practical|relationships|||التعافي يعني إضافة احتياجاتك إلى المعادلة، لا إلغاء التعاطف أو رفض كل طلب.|أجّل الإجابة قليلًا كي تختار بدل أن توافق تلقائيًا.|قول نعم ثم الاستياء~شرح طويل لكل رفض~الخوف من أي خيبة لدى الآخر
respond-to-body-comments|كيف ترد على التعليقات المتكررة عن جسدك أو وزنك؟|practical|relationships|||يمكنك وضع حد مباشر يحول الحديث عن الشكل إلى موضوع آخر، دون الدخول في دفاع أو تبرير صحي شخصي.|استخدم جملة ثابتة: لا أرغب في مناقشة جسدي، فلنتحدث عن شيء آخر.|مزاح متكرر يسبب ضيقًا~أسئلة عن الطعام والوزن~استمرار التعليق بعد طلب التوقف
manage-family-boundaries-holidays|كيف تحافظ على حدودك في التجمعات العائلية والمناسبات؟|practical|relationships|||الاستعداد المسبق يقلل الضغط: حدد مدة الحضور والموضوعات غير القابلة للنقاش وطريقة المغادرة الآمنة.|اتفق مع شخص داعم على إشارة أو خطة خروج قبل المناسبة.|أسئلة شخصية متكررة~ضغط للبقاء أو المصافحة أو المشاركة~نزاعات قديمة تُفتح علنًا
explain-mental-health-to-child|كيف تشرح الصحة النفسية لطفل بلغة بسيطة وآمنة؟|practical|child|||اشرح أن الأفكار والمشاعر والجسم تحتاج رعاية مثل الصحة الجسدية، وأن طلب المساعدة ليس عقابًا أو سرًا مخجلًا.|استخدم مثالًا يوميًا عن القلق أو الحزن ثم اسأل الطفل عما فهمه.|لغة تشخيصية مخيفة~تحميل الطفل تفاصيل الكبار~وعده بأن المشاعر ستختفي فورًا
help-teen-friendship-breakup|كيف تساعد مراهقًا بعد انتهاء صداقة مهمة؟|practical|teen|||فقد الصداقة قد يكون عميقًا للمراهق؛ يحتاج اعترافًا بالألم ومساندة دون تحقيق أو إجبار على صلح سريع.|استمع للقصة كما يراها المراهق ثم اسأل ما نوع الدعم الذي يريده.|تقليل أهمية العلاقة~مراقبة الحسابات باستمرار~تراجع النوم أو المدرسة
build-personal-overwhelm-plan|كيف تبني خطة شخصية عندما تشعر أن كل شيء أكثر من قدرتك؟|practical|general|||الخطة القصيرة تحدد إشارات الإنذار وخطوات خفض المثيرات وشخصًا للتواصل ومهمة واحدة ضرورية.|اكتب الخطة في وقت هادئ واجعلها قابلة للتنفيذ خلال عشر دقائق.|تسارع الأفكار~صعوبة ترتيب الأولويات~رغبة في الانسحاب من كل شيء
return-to-work-after-burnout|كيف تعود إلى العمل بعد احتراق نفسي دون تكرار الظروف نفسها؟|practical|work|||العودة المستدامة تحتاج تدرجًا وحدودًا وتعديلًا لمصدر العبء، لا مجرد استراحة ثم استئناف النمط القديم.|حدد مع الجهة المعنية الأولويات والساعات ومؤشرات التصعيد قبل العودة الكاملة.|عودة مفاجئة لعبء كامل~استمرار الرسائل خارج الدوام~غياب خطة متابعة
prepare-first-therapy-session|كيف تستعد لأول جلسة علاج نفسي وما الذي يمكنك سؤاله؟|practical|care|||لا تحتاج قصة مرتبة؛ دوّن سبب الحضور والأثر الحالي والأدوية أو الظروف المهمة والأسئلة عن المنهج والسرية والخطة.|اختر ثلاثة أشياء: ما الذي يؤلم الآن، ماذا تريد أن يتغير، وما الذي تخشاه من العلاج.|نسيان التفاصيل تحت التوتر~توقع حل كامل من جلسة واحدة~التردد في سؤال المعالج عن طريقته
